Text,Label
cho xin information về anh Tạ Đặng Quân trưởng team của công ty,knowledge_ask_person_info
Phạm Hà An công ty f tech,knowledge_ask_person_info
cho hỏi chị Ngô Hà Trang trong công ty,knowledge_ask_person_info
cho xin thông tin về chị Bùi Quỳnh Anh phòng ban team hệ thống system,knowledge_ask_person_info
m hỏi An Phú không,knowledge_ask_person_info
gửi cho anh information anh Nguyễn Văn Tú đi,knowledge_ask_person_info
công ty có ai tên Khuyến không,knowledge_ask_person_info
Anh Nguyễn Văn Tú nhà ở đâu,knowledge_ask_person_info
giới thiệu về chị Nguyễn Thị Hải Yến,knowledge_ask_person_info
Ngô Quang Đảm đang làm việc tại VTI,knowledge_ask_person_info
Hùng là thằng nào ?,knowledge_ask_person_info
dự án tủ ai là trưởng team hử,knowledge_ask_person_info
hỏi anh Phạm Trọng Tài ko,knowledge_ask_person_info
người yêu của c San thuộc phòng phòng kiểm toán là ai đấy,knowledge_ask_person_info
timi giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Phạm Hồng Đức,knowledge_ask_person_info
bạn hỏi anh Hoàng Ngọc Anh ios developer không,knowledge_ask_person_info
công ty có ai là Dũng ko,knowledge_ask_person_info
xin profile của giám đốc AI center,knowledge_ask_person_info
có những ai đang là leader trong công ty,knowledge_ask_person_info
hỏi Kính ko,knowledge_ask_person_info
có biết em Đậu Thị Vân Anh team phòng ban kinh doanh không,knowledge_ask_person_info
m có quen ai tên Đăng không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 11,knowledge_ask_person_info
muốn tìm hiểu về bạn Nguyễn Thị Bình,knowledge_ask_person_info
cho hỏi anh Sơn lấy vợ khi nào,knowledge_ask_person_info
ngày sinh của sếp Phạm Trọng Tài là gì,knowledge_ask_person_info
mầy giới thiệu về a Vũ Lê Huy đi,knowledge_ask_person_info
xin thông tin anh Phạm Huy Thắng công ty ftech,knowledge_ask_person_info
sdt của anh Lê Quý Thành là như thế nào,knowledge_ask_person_info
Bạn full-stack dev có người yêu chưa?,knowledge_ask_person_info
có hỏi bạn Trần Quốc Đạt ko nhỉ,knowledge_ask_person_info
trung tâm ai có ai tên là Nga Ngọc ko,knowledge_ask_person_info
cho tớ xin information về anh Đào Trường Giang phó phòng của công ty,knowledge_ask_person_info
Phạm Minh Tuấn công ty f tech,knowledge_ask_person_info
cho tớ hỏi chị Nguyễn Thị Hải Yến trong công ty,knowledge_ask_person_info
cho tớ xin thông tin về chị Nguyễn Thị Bình bộ phận team cơ sở hạ tầng,knowledge_ask_person_info
bạn hỏi Nguyễn Văn Khuyến không,knowledge_ask_person_info
gửi cho anh thông tin anh Trần Mạnh Hùng đi,knowledge_ask_person_info
công ty có ai tên Quang không,knowledge_ask_person_info
Anh Trần Sơn Tùng nhà ở đâu,knowledge_ask_person_info
giới thiệu về chị Đào Thị Hoàng Nga,knowledge_ask_person_info
Vũ Đăng Chiến đang làm việc tại Vietsoftware,knowledge_ask_person_info
Lộc là thằng nào ?,knowledge_ask_person_info
dự án fcake ai là leader,knowledge_ask_person_info
hỏi a Nguyễn Vũ Dũng không,knowledge_ask_person_info
người yêu của a Dũng phòng phòng hành chính nhân sự là ai đấy,knowledge_ask_person_info
bot giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Phạm Năng Hưng,knowledge_ask_person_info
bạn biết anh Dương Minh Quang golang dev ko,knowledge_ask_person_info
công ty có ai là Hoàng ko,knowledge_ask_person_info
xin profile của giám đốc trung tâm ai,knowledge_ask_person_info
có những ai đang là trưởng team trong công ty,knowledge_ask_person_info
hỏi Trí không,knowledge_ask_person_info
m có hỏi chị Nguyễn Phương Thảo phòng phòng ban trung tâm ai ko,knowledge_ask_person_info
bạn có quen ai tên Thảo không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 3,knowledge_ask_person_info
muốn tìm hiểu về bạn Vượng,knowledge_ask_person_info
cho hỏi anh Cao Thu Phương lấy chồng khi nào,knowledge_ask_person_info
ngày sinh của sếp Trần Ngọc Cương là như thế nào,knowledge_ask_person_info
bot kể về a Nguyễn Tuấn Quang đi,knowledge_ask_person_info
xin thông tin anh Nguyễn Hoài Đức công ty ftech,knowledge_ask_person_info
số hotline của anh Nguyễn Duy Anh là thế nào,knowledge_ask_person_info
Bạn fe developer có bồ chưa?,knowledge_ask_person_info
có biết a Trần Ngọc Cương ko vậy,knowledge_ask_person_info
AI center có ai tên là Quang ko,knowledge_ask_person_info
cho tớ xin thông tin về anh Tạ Đặng Quân giám đốc của công ty,knowledge_ask_person_info
Trần Mạnh Hùng công ty ftech,knowledge_ask_person_info
cho hỏi chị Nguyễn Khánh Ngọc trong công ty,knowledge_ask_person_info
cho tớ xin info về chị Nguyễn Thị Mai Lĩnh phòng ban team business,knowledge_ask_person_info
bot hỏi Trần Thị Mỹ Hạnh không,knowledge_ask_person_info
gửi cho chị thông tin anh Nguyễn Đức Tiến đi,knowledge_ask_person_info
công ty có ai tên Trí không,knowledge_ask_person_info
Anh Võ Văn Hùng nhà ở đâu,knowledge_ask_person_info
hãy giới thiệu về chị Nguyễn Hồng Ánh,knowledge_ask_person_info
Nguyễn Giang Nam đang làm việc tại công ty,knowledge_ask_person_info
Thế Anh là thằng nào ?,knowledge_ask_person_info
dự án F-school ai là trưởng phòng hử,knowledge_ask_person_info
có hỏi sếp Nguyễn Vũ Dũng không,knowledge_ask_person_info
người yêu của anh Phạm Trọng Tài bộ phận phòng kinh doanh là ai đấy,knowledge_ask_person_info
mầy giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Vũ Khánh Long,knowledge_ask_person_info
bạn hỏi anh Nguyễn Huy Tưởng VFX Animations ko,knowledge_ask_person_info
công ty có ai là Lan Anh không,knowledge_ask_person_info
có những ai đang là trưởng phòng trong công ty,knowledge_ask_person_info
biết Mạnh không,knowledge_ask_person_info
có hỏi bạn Hoàng Thị Tuyết team team platform không,knowledge_ask_person_info
m có quen ai tên Liên không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 9,knowledge_ask_person_info
muốn tìm hiểu về bạn Phạm Quốc Đạt,knowledge_ask_person_info
cho hỏi anh Lê Văn Thư lấy vợ khi nào,knowledge_ask_person_info
ngày sinh của sếp Phạm Trọng Tài là gì vậy,knowledge_ask_person_info
mày kể về a Doãn Dạt Phước đi,knowledge_ask_person_info
xin thông tin anh Nguyễn Đức Giang công ty f-tech,knowledge_ask_person_info
số của anh Nguyễn Thị San là như nào,knowledge_ask_person_info
Bạn VFX Animators có người yêu chưa?,knowledge_ask_person_info
cậu có biết sếp Huỳnh Ngọc Hải không hả,knowledge_ask_person_info
trung tâm ai có ai tên là Phương không,knowledge_ask_person_info
cho mình xin information về anh Đào Trường Giang HRM của công ty,knowledge_ask_person_info
Nguyễn Hải Dương công ty f tech,knowledge_ask_person_info
cho em hỏi chị Ngô Hà Trang trong công ty,knowledge_ask_person_info
cho anh xin thông tin về chị Nguyễn An Phú team phòng ban game,knowledge_ask_person_info
bot biết Hoàng không,knowledge_ask_person_info
gửi cho tớ info anh Nguyễn Thành Thái đi,knowledge_ask_person_info
công ty có ai tên Quỳnh Anh không,knowledge_ask_person_info
Anh Ngô Quang Đảm nhà ở đâu,knowledge_ask_person_info
giới thiệu về chị Nguyễn Khánh Ngọc,knowledge_ask_person_info
Đinh Dương Sơn đang làm việc tại công ty ftech,knowledge_ask_person_info
Tình là thằng nào ?,knowledge_ask_person_info
dự án spago ai là trưởng team,knowledge_ask_person_info
có hỏi a Nguyễn Duy Anh ko,knowledge_ask_person_info
người yêu của em Doãn Hoài Linh là ai đấy,knowledge_ask_person_info
mày giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Nguyễn Ngọc Quang,knowledge_ask_person_info
bạn hỏi anh Khuyến cầu thủ không,knowledge_ask_person_info
công ty có ai là Nguyễn Văn Khuyến ko,knowledge_ask_person_info
hỏi Anh Tuấn không,knowledge_ask_person_info
cậu có hỏi bạn Lê Thị Hải Linh phòng bộ phận nghiên cứu ko,knowledge_ask_person_info
m có quen ai tên Hải không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 4,knowledge_ask_person_info
tôi muốn tìm hiểu về bạn Phạm Hồng Đức,knowledge_ask_person_info
cho hỏi anh Bùi Việt Anh cưới chồng khi nào,knowledge_ask_person_info
ngày sinh của sếp Doãn Dạt Phước là gì,knowledge_ask_person_info
mày kể về a Tạ Đặng Quân đi,knowledge_ask_person_info
xin thông tin anh Nguyễn Đức Tiến công ty f-tech,knowledge_ask_person_info
hotline của anh Nguyễn Tiến Vượng là gì vậy,knowledge_ask_person_info
Bạn blockchain developer có người yêu chưa?,knowledge_ask_person_info
bạn hỏi anh Thành ko nhỉ,knowledge_ask_person_info
AI center có ai tên là Minh Anh ko,knowledge_ask_person_info
cho chị xin info về anh Phạm Trọng Tài trưởng team của công ty,knowledge_ask_person_info
Phạm Huy Hoàng công ty ftech,knowledge_ask_person_info
cho hỏi chị Đặng Minh Anh trong công ty,knowledge_ask_person_info
cho anh xin thông tin về chị Nguyễn Linh Chi bộ phận bộ phận business,knowledge_ask_person_info
timi hỏi Dương Quỳnh Quang không,knowledge_ask_person_info
gửi cho anh thông tin anh Hoàng Tuấn Anh đi,knowledge_ask_person_info
công ty có ai tên Quỳnh ko,knowledge_ask_person_info
Anh Nguyễn Đức Anh nhà ở đâu,knowledge_ask_person_info
hãy giới thiệu về chị Trần Huệ Phương,knowledge_ask_person_info
Nguyễn Tiến Vượng đang làm việc tại công ty,knowledge_ask_person_info
Dũng là thằng nào ?,knowledge_ask_person_info
dự án f-bang ai là leader,knowledge_ask_person_info
hỏi sếp Đào Trường Giang ko,knowledge_ask_person_info
người yêu của c Vũ Nguyễn Giang Linh thuộc team phòng ban game & design là ai đấy,knowledge_ask_person_info
cậu giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Nguyễn Huy Tưởng,knowledge_ask_person_info
bạn biết anh Thắng business analysts ko,knowledge_ask_person_info
công ty có ai là Dương không,knowledge_ask_person_info
hỏi Mỹ Hạnh không,knowledge_ask_person_info
mầy có hỏi bạn Nguyễn Hồng Ánh phòng ban team chăm sóc khách hàng không,knowledge_ask_person_info
timi có quen ai tên Tuấn không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 12,knowledge_ask_person_info
tớ muốn tìm hiểu về bạn Tài,knowledge_ask_person_info
cho hỏi anh Thái kết hôn khi nào,knowledge_ask_person_info
ngày sinh của sếp Huỳnh Ngọc Hải là gì,knowledge_ask_person_info
cậu kể về a Trần Ngọc Cương đi,knowledge_ask_person_info
xin thông tin anh Lê Tiến Kính công ty ftech,knowledge_ask_person_info
số của anh Văn Hiền Thắng là như nào,knowledge_ask_person_info
Bạn ai có bồ chưa?,knowledge_ask_person_info
bạn có biết em Đậu Thị Vân Anh ko hả,knowledge_ask_person_info
trung tâm ai có ai tên là Lê Thị Hải Linh không,knowledge_ask_person_info
cho xin thông tin về anh Vũ Lê Huy phó giám đốc của công ty,knowledge_ask_person_info
Lê Quý Thành công ty f-tech,knowledge_ask_person_info
cho hỏi chị Nguyễn Thị Ánh Dương trong công ty,knowledge_ask_person_info
cho xin info về chị Trương Thị Hương bộ phận phòng business,knowledge_ask_person_info
bot hỏi Vũ Lê Huy không,knowledge_ask_person_info
gửi cho anh information anh Hoàng Gia Bảo đi,knowledge_ask_person_info
công ty có ai tên Bình ko,knowledge_ask_person_info
Anh Đoàn Ngọc Thạch nhà ở đâu,knowledge_ask_person_info
giới thiệu về chị Vũ Nguyễn Giang Linh,knowledge_ask_person_info
Nguyễn Văn Hảo đang làm việc tại công ty,knowledge_ask_person_info
bắt là thằng nào ?,knowledge_ask_person_info
dự án đồ chơi ai là trưởng team hả,knowledge_ask_person_info
hỏi sếp Tạ Đặng Quân ko,knowledge_ask_person_info
bồ của c Hoàng Thị Tuyết thuộc phòng phòng ban hạ tầng là ai đấy,knowledge_ask_person_info
bạn giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Nguyễn Văn Cường,knowledge_ask_person_info
bạn hỏi anh Ngọc Hải QA không,knowledge_ask_person_info
công ty có ai là Trần Huệ Phương không,knowledge_ask_person_info
hỏi Tuyến không,knowledge_ask_person_info
có biết em Nguyễn Như Quỳnh phòng ban team AI center không,knowledge_ask_person_info
mầy có quen ai tên Trí không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 7,knowledge_ask_person_info
tớ muốn tìm hiểu về bạn Nguyễn Duy Thành,knowledge_ask_person_info
cho hỏi anh Phí Anh Tú cưới chồng khi nào,knowledge_ask_person_info
ngày sinh của sếp Đào Trường Giang là thế nào,knowledge_ask_person_info
em kể về a Doãn Dạt Phước đi,knowledge_ask_person_info
xin thông tin anh Vũ Khánh Long công ty f-tech,knowledge_ask_person_info
số điện thoại của anh Vũ Văn Tài là gì hả,knowledge_ask_person_info
Bạn devops có bồ chưa?,knowledge_ask_person_info
có biết anh Võ Văn Hùng ko vậy,knowledge_ask_person_info
trung tâm ai có ai tên là Phạm Huy Hoàng ko,knowledge_ask_person_info
cho chị xin information về anh Huỳnh Ngọc Hải giám đốc của công ty,knowledge_ask_person_info
Nguyễn Thành Thái công ty f tech,knowledge_ask_person_info
cho hỏi chị Nguyễn Thị Hải Yến trong công ty,knowledge_ask_person_info
cho chị xin thông tin về chị Đào Thị Hoàng Nga phòng ban phòng lễ tân,knowledge_ask_person_info
mày biết Thành không,knowledge_ask_person_info
gửi cho anh thông tin anh Nguyễn Văn Tú đi,knowledge_ask_person_info
công ty có ai tên Ngọc Thiện không,knowledge_ask_person_info
Anh Hồ Văn Toàn nhà ở đâu,knowledge_ask_person_info
hãy giới thiệu về chị Cao Thu Phương,knowledge_ask_person_info
Phí Anh Tú đang làm việc tại công ty f tech,knowledge_ask_person_info
Hưng là thằng nào ?,knowledge_ask_person_info
dự án LTA ai là leader hử,knowledge_ask_person_info
có biết anh Nguyễn Việt Cường không,knowledge_ask_person_info
người yêu của anh Trần Hà Ngọc Thiện là ai đấy,knowledge_ask_person_info
em giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Nguyễn Văn Khuyến,knowledge_ask_person_info
bạn biết anh Ngọc fullstack dev không,knowledge_ask_person_info
công ty có ai là Khuyến không,knowledge_ask_person_info
hỏi Hiếu không,knowledge_ask_person_info
có hỏi em Nguyễn Thị Mai Lĩnh team team AI center không,knowledge_ask_person_info
mầy có quen ai tên Văn không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 8,knowledge_ask_person_info
tớ muốn tìm hiểu về bạn Như Nguyện,knowledge_ask_person_info
cho hỏi anh Cường kết hôn khi nào,knowledge_ask_person_info
ngày sinh của sếp Nguyễn Tuấn Quang là gì vậy hả,knowledge_ask_person_info
timi kể về anh Trần Ngọc Cương đi,knowledge_ask_person_info
xin thông tin anh Trần Anh Tuấn công ty ftech,knowledge_ask_person_info
sdt của anh Đặng Minh Anh là thế nào,knowledge_ask_person_info
Bạn business analyst có người yêu chưa?,knowledge_ask_person_info
bạn có hỏi anh Mạnh ko hả,knowledge_ask_person_info
AI center có ai tên là Hùng ko,knowledge_ask_person_info
cho xin thông tin về anh Vũ Lê Huy ban giám đốc của công ty,knowledge_ask_person_info
Trần Gia Lộc công ty f-tech,knowledge_ask_person_info
cho hỏi chị Lâm Thị Anh trong công ty,knowledge_ask_person_info
cho anh xin thông tin về chị Nguyễn Đào Hồng Huệ phòng phòng ban trung tâm ai,knowledge_ask_person_info
bạn hỏi Trần Xuân Trường không,knowledge_ask_person_info
gửi cho chị info anh Nguyễn Hoàng Nam đi,knowledge_ask_person_info
công ty có ai tên Đạt ko,knowledge_ask_person_info
Anh Vũ Khánh Long nhà ở đâu,knowledge_ask_person_info
hãy giới thiệu về chị Lê Thị Ngọc Hải,knowledge_ask_person_info
Nguyễn Văn Tú đang làm việc tại công ty,knowledge_ask_person_info
Giang là thằng nào ?,knowledge_ask_person_info
dự án đồ gia dụng ai là leader hả,knowledge_ask_person_info
biết anh Đào Trường Giang không,knowledge_ask_person_info
bồ của anh Dũng bộ phận bộ phận platform là ai đấy,knowledge_ask_person_info
m giới thiệu cho 1 người đi?,knowledge_ask_person_info
giới thiệu về anh Ngô Quang Đảm,knowledge_ask_person_info
bạn biết anh Nguyễn Tuấn Đạt product owners không,knowledge_ask_person_info
công ty có ai là Hùng ko,knowledge_ask_person_info
biết Hồng Ánh ko,knowledge_ask_person_info
mày có hỏi bạn Nguyễn Khánh Ngọc team phòng hệ thống cơ sở hạ tầng không,knowledge_ask_person_info
bạn có quen ai tên Vũ không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 5,knowledge_ask_person_info
muốn tìm hiểu về bạn Phạm Thị Minh Châu,knowledge_ask_person_info
cho hỏi anh Khuyến cưới vợ khi nào,knowledge_ask_person_info
ngày sinh của sếp Doãn Dạt Phước là ntn,knowledge_ask_person_info
mày giới thiệu về a Trần Ngọc Cương đi,knowledge_ask_person_info
xin thông tin anh Nguyễn Nhật Anh công ty f-tech,knowledge_ask_person_info
số của anh Nguyễn Đức Tiến là gì,knowledge_ask_person_info
Bạn data engineering có người yêu chưa?,knowledge_ask_person_info
hỏi bạn Nguyễn Kỳ Tùng không nhỉ,knowledge_ask_person_info
AI center có ai tên là Thư ko,knowledge_ask_person_info
cho mình xin thông tin về anh Đào Trường Giang phó giám đốc của công ty,knowledge_ask_person_info
Dương Minh Quang công ty ftech,knowledge_ask_person_info
cho mình hỏi chị Nguyễn Phương Thảo trong công ty,knowledge_ask_person_info
cho mình xin information về chị Đào Thị Hoàng Nga bộ phận phòng ban hạ tầng,knowledge_ask_person_info
mày biết Toàn không,knowledge_ask_person_info
gửi cho mình info anh Huỳnh Ngọc Hải đi,knowledge_ask_person_info
công ty có ai tên Mỹ Hạnh không,knowledge_ask_person_info
Anh Nguyễn Sanh Thành nhà ở đâu,knowledge_ask_person_info
giới thiệu về chị Nguyễn Hồng Hạnh,knowledge_ask_person_info
Nguyễn Tiến Vượng đang làm việc tại công ty ftech,knowledge_ask_person_info
thiện là thằng nào ?,knowledge_ask_person_info
dự án LTA ai là trưởng team hử,knowledge_ask_person_info
hỏi anh Nguyễn Vũ Dũng không,knowledge_ask_person_info
bồ của chị Tuyết team team nhân sự là ai đấy,knowledge_ask_person_info
hãy giới thiệu về a Nguyễn Văn Hảo,knowledge_ask_person_info
bạn hỏi anh Bùi Việt Anh graphic designer ko,knowledge_ask_person_info
công ty có ai là Đảm ko,knowledge_ask_person_info
biết Hùng không,knowledge_ask_person_info
em có hỏi bạn Cao Thu Phương phòng phòng ban hạ tầng ko,knowledge_ask_person_info
cậu có quen ai tên Mạnh không,knowledge_ask_person_info
ftech có bao nhiêu người sinh tháng 1,knowledge_ask_person_info
mình muốn tìm hiểu về bạn Mai Lĩnh,knowledge_ask_person_info
cho hỏi anh Đồng Văn Tuyến lấy vợ khi nào,knowledge_ask_person_info
ngày sinh của sếp Nguyễn Vũ Dũng là gì vậy,knowledge_ask_person_info
cậu kể về a Đào Trường Giang đi,knowledge_ask_person_info
xin thông tin anh Tô Trần Tiến công ty f tech,knowledge_ask_person_info
số điện thoại của anh Phan Văn Nhân là gì,knowledge_ask_person_info
Bạn business support thị trường Trung quốc có bồ chưa?,knowledge_ask_person_info
bạn biết anh Trần Ngọc Cương không vậy,knowledge_ask_person_info
AI center có ai tên là Nhân ko,knowledge_ask_person_info
cho chị xin info về anh Trần Ngọc Cương giám đốc của công ty,knowledge_ask_person_info
Phan Văn Đức công ty ftech,knowledge_ask_person_info
cho hỏi chị Nguyễn An Phú trong công ty,knowledge_ask_person_info
cho xin info về chị Nguyễn Hồng Ánh team bộ phận kinh doanh,knowledge_ask_person_info
bot hỏi Phan Xuân Phúc không,knowledge_ask_person_info
gửi cho chị thông tin anh Nguyễn Hoàng Nam đi,knowledge_ask_person_info
công ty có ai tên Chi không,knowledge_ask_person_info
nhận sự nào xinh nhất công ty,knowledge_ask_person_info
ai nghèo nhất bộ phận team game,knowledge_ask_person_info
sếp nào khó tính nhất,knowledge_ask_person_info
c Phương Anh phòng bộ phận hạ tầng có trình độ chuyên môn như thế nào,knowledge_ask_person_info
tên của giám đốc trung tâm ai là gì,knowledge_ask_person_info
mầy biết Ngô Hà Trang team bộ phận kinh doanh có nhiệm vụ gì trong công ty không,knowledge_ask_person_info
a Nguyễn Việt Cường có vai trò gì trong công ty,knowledge_ask_person_info
ai đáng yêu nhất công ty,knowledge_ask_person_info
người nào đẹp trai nhất công ty,knowledge_ask_person_info
thành viên nào nặng nhất công ty,knowledge_ask_person_info
bot có biết chị Vũ Nguyễn Giang Linh làm việc ở văn phòng HG tên đầy đủ là gì không,knowledge_ask_person_info
xin mô tả một chút về cto bên mình đi,knowledge_ask_person_info
ai khó tính nhất công ty,knowledge_ask_person_info
chi nhánh hà nội có mấy ai research,knowledge_ask_person_info
sếp nào sợ vợ nhất công ty,knowledge_ask_person_info
người nào xinh nhất công ty,knowledge_ask_person_info
ai nghèo nhất phòng phòng ban business,knowledge_ask_person_info
em Trần Thị Mỹ Hạnh bộ phận phòng hỗ trợ it có trình độ chuyên môn như thế nào,knowledge_ask_person_info
timi hỏi Nguyễn Linh Chi team bộ phận trung tâm ai đảm nhiệm nhiệm vụ gì trong cty không,knowledge_ask_person_info
sếp Doãn Dạt Phước có nhiệm vụ gì trong cty,knowledge_ask_person_info
ai nặng nhất công ty,knowledge_ask_person_info
thành viên nào đẹp trai nhất công ty,knowledge_ask_person_info
nhận sự nào điên loạn nhất công ty,knowledge_ask_person_info
bot có biết chị Nguyễn Khánh Ngọc làm việc ở văn phòng thái bình tên đầy đủ là gì không,knowledge_ask_person_info
chi nhánh hải dương có bao nhiu ai research,knowledge_ask_person_info
nhân viên nào xinh nhất công ty,knowledge_ask_person_info
ai nghèo nhất phòng ban phòng kế toán,knowledge_ask_person_info
c Hoàng Ngọc Anh có trình độ chuyên môn ntn,knowledge_ask_person_info
bot hỏi Hà Thiên Hương team bộ phận platform có vai trò gì trong công ty không,knowledge_ask_person_info
anh Đào Trường Giang đảm nhiệm vai trò gì trong công ty hả,knowledge_ask_person_info
ai nhiều tiền nhất công ty,knowledge_ask_person_info
nhận sự nào đẹp trai nhất công ty,knowledge_ask_person_info
người nào xinh đẹp nhất công ty,knowledge_ask_person_info
bot có biết chị Đậu Thị Vân Anh làm việc ở văn phòng hồ chí minh tên đầy đủ là gì không,knowledge_ask_person_info
trụ sở hn có bao nhiêu ai research,knowledge_ask_person_info
thành viên nào xinh nhất công ty,knowledge_ask_person_info
ai nghèo nhất bộ phận bộ phận business,knowledge_ask_person_info
a Cường có trình độ chuyên môn như thế nào,knowledge_ask_person_info
em biết Vũ Nguyễn Giang Linh team phòng ban Marketing có nhiệm vụ gì trong công ty không,knowledge_ask_person_info
anh Tạ Đặng Quân đảm nhiệm vai trò gì trong cty hả,knowledge_ask_person_info
ai cao nhất công ty,knowledge_ask_person_info
nhân viên nào đẹp trai nhất công ty,knowledge_ask_person_info
nhận sự nào nặng nhất công ty,knowledge_ask_person_info
bot có biết chị Đặng Minh Anh làm việc ở văn phòng đồng bằng sông hồng tên đầy đủ là gì không,knowledge_ask_person_info
cơ sở sài gòn có mấy ai engineering,knowledge_ask_person_info
ai nghèo nhất phòng phòng application,knowledge_ask_person_info
anh Duy Anh thuộc bộ phận team lễ tân có trình độ chuyên môn ntn,knowledge_ask_person_info
bot hỏi Đặng Minh Anh team phòng ban product đảm nhiệm vai trò gì trong công ty không,knowledge_ask_person_info
chị Mai Anh có vai trò gì trong công ty hả,knowledge_ask_person_info
ai lùn nhất công ty,knowledge_ask_person_info
nhân viên nào sợ vợ nhất công ty,knowledge_ask_person_info
bot có biết chị Đỗ Linh Chi làm việc ở văn phòng thủ đức tên đầy đủ là gì không,knowledge_ask_person_info
cơ sở duyên hải miền trung có bao nhiêu ai engineer,knowledge_ask_person_info
ai nghèo nhất phòng phòng hr admin,knowledge_ask_person_info
em Hải Linh phòng phòng ban kinh doanh có trình độ chuyên môn ntn,knowledge_ask_person_info
m hỏi Lê Thị Lan team phòng game có nhiệm vụ gì trong cty không,knowledge_ask_person_info
bạn Tô Trần Tiến có vai trò gì trong cty,knowledge_ask_person_info
ai sợ vợ nhất công ty,knowledge_ask_person_info
người nào sợ vợ nhất công ty,knowledge_ask_person_info
bot có biết chị Nguyễn Linh Chi làm việc ở văn phòng đồng văn tên đầy đủ là gì không,knowledge_ask_person_info
trụ sở lạng sơn có bao nhiu ai,knowledge_ask_person_info
ai nghèo nhất team phòng ban trung tâm ai,knowledge_ask_person_info
c Nguyễn Quỳnh Anh có trình độ chuyên môn như nào,knowledge_ask_person_info
mầy biết Nguyễn Minh Hiếu team team sản phẩm đảm nhiệm nhiệm vụ gì trong công ty không,knowledge_ask_person_info
a Tạ Đặng Quân có vai trò gì trong công ty,knowledge_ask_person_info
ai cục xúc nhất công ty,knowledge_ask_person_info
thành viên nào xinh đẹp nhất công ty,knowledge_ask_person_info
bot có biết chị Nguyễn Thị Hải Yến làm việc ở văn phòng hưng yên tên đầy đủ là gì không,knowledge_ask_person_info
chi nhánh dn có mấy ai engineering,knowledge_ask_person_info
ai nghèo nhất bộ phận phòng ban trung tâm ai,knowledge_ask_person_info
anh Trần Ngọc Cương có trình độ chuyên môn ntn,knowledge_ask_person_info
em biết Nguyễn Ngọc Anh team phòng hành chính nhân sự đảm nhiệm nhiệm vụ gì trong cty không,knowledge_ask_person_info
anh Long đảm nhiệm nhiệm vụ gì trong công ty hả,knowledge_ask_person_info
ai xinh đẹp nhất công ty,knowledge_ask_person_info
nhận sự nào giàu nhất công ty,knowledge_ask_person_info
bot có biết chị Hoàng Ngọc Anh làm việc ở văn phòng gia lai tên đầy đủ là gì không,knowledge_ask_person_info
chi nhánh miền bắc có bao nhiu ai,knowledge_ask_person_info
ai nghèo nhất bộ phận phòng Marketing,knowledge_ask_person_info
em An Phú bộ phận team chăm sóc khách hàng có trình độ chuyên môn thế nào,knowledge_ask_person_info
mày biết Vũ Thị Thanh Ngoan team phòng ban HR and Admin có vai trò gì trong cty không,knowledge_ask_person_info
a Nguyễn Tuấn Quang đảm nhiệm nhiệm vụ gì trong công ty,knowledge_ask_person_info
ai điên loạn nhất công ty,knowledge_ask_person_info
thành viên nào khó tính nhất công ty,knowledge_ask_person_info
bot có biết chị Hoàng Thị Tuyết làm việc ở văn phòng duyên hải miền trung tên đầy đủ là gì không,knowledge_ask_person_info
văn phòng VN có mấy ai engineering,knowledge_ask_person_info
ai nghèo nhất bộ phận team product,knowledge_ask_person_info
anh Dũng có trình độ chuyên môn thế nào,knowledge_ask_person_info
em biết Nguyễn Thị Ánh Dương team phòng business có vai trò gì trong cty không,knowledge_ask_person_info
anh Nguyễn Tuấn Quang có nhiệm vụ gì trong công ty,knowledge_ask_person_info
ai đẹp trai nhất công ty,knowledge_ask_person_info
người nào điên loạn nhất công ty,knowledge_ask_person_info
bot có biết chị Trần Huệ Phương làm việc ở văn phòng sa đéc tên đầy đủ là gì không,knowledge_ask_person_info
trụ sở bắc giang có bao nhiu ai engineering,knowledge_ask_person_info
ai nghèo nhất phòng phòng sản phẩm,knowledge_ask_person_info
anh Quang bộ phận bộ phận sản phẩm có trình độ chuyên môn ntn,knowledge_ask_person_info
bot hỏi Nguyễn Đào Hồng Huệ team phòng AI center đảm nhiệm vai trò gì trong cty không,knowledge_ask_person_info
chị Ngọc Hải có nhiệm vụ gì trong công ty,knowledge_ask_person_info
ai giàu nhất công ty,knowledge_ask_person_info
nhân viên nào lùn nhất công ty,knowledge_ask_person_info
bot có biết chị Lê Thị Lan làm việc ở văn phòng Úc tên đầy đủ là gì không,knowledge_ask_person_info
